Count,OrgFlow,OriDisOrgID,DesDisOrgID,OriOrgLocationCountry,DesOrgLocationCountry,OriOrgLocationDetails,DesOrgLocationDetails,OriOrgName,DesOrgName,OriOrgType,DesOrgType
8,https://ror.org/02278tr80 -> https://ror.org/02278tr80,https://ror.org/02278tr80,https://ror.org/02278tr80,JP,JP,Kitakyushu,Kitakyushu,Kyushu Institute of Technology,Kyushu Institute of Technology,education,education
2,https://ror.org/02278tr80 -> https://ror.org/02e16g702,https://ror.org/02278tr80,https://ror.org/02e16g702,JP,JP,Kitakyushu,Sapporo,Kyushu Institute of Technology,Hokkaido University,education,education
1,https://ror.org/0244rem06 -> https://ror.org/0244rem06,https://ror.org/0244rem06,https://ror.org/0244rem06,JP,JP,Matsumoto,Matsumoto,Shinshu University,Shinshu University,education,education
2,https://ror.org/0244rem06 -> https://ror.org/044vy1d05,https://ror.org/0244rem06,https://ror.org/044vy1d05,JP,JP,Matsumoto,Tokushima,Shinshu University,Tokushima University,education,education
1,https://ror.org/02956yf07 -> https://ror.org/0112mx960,https://ror.org/02956yf07,https://ror.org/0112mx960,JP,JP,Tsukuba,Tokyo,University of Tsukuba,Tokyo Institute of Technology,education,education
1,https://ror.org/02956yf07 -> https://ror.org/01703db54,https://ror.org/02956yf07,https://ror.org/01703db54,JP,JP,Tsukuba,Tsukuba,University of Tsukuba,National Institute of Advanced Industrial Science and Technology,education,government
28,https://ror.org/02956yf07 -> https://ror.org/02956yf07,https://ror.org/02956yf07,https://ror.org/02956yf07,JP,JP,Tsukuba,Tsukuba,University of Tsukuba,University of Tsukuba,education,education
1,https://ror.org/02956yf07 -> https://ror.org/03c6bf397,https://ror.org/02956yf07,https://ror.org/03c6bf397,JP,JP,Tsukuba,Tokyo,University of Tsukuba,Institute of Behavioral Sciences,education,facility
1,https://ror.org/02956yf07 -> https://ror.org/048rj2z13,https://ror.org/02956yf07,https://ror.org/048rj2z13,JP,JP,Tsukuba,Tokyo,University of Tsukuba,"Ministry of Education, Culture, Sports, Science and Technology",education,government
2,https://ror.org/02956yf07 -> https://ror.org/04d139241,https://ror.org/02956yf07,https://ror.org/04d139241,JP,JP,Tsukuba,Nagoya,University of Tsukuba,Tokai National Higher Education and Research System,education,education
1,https://ror.org/02956yf07 -> https://ror.org/04ezg6d83,https://ror.org/02956yf07,https://ror.org/04ezg6d83,JP,JP,Tsukuba,Toyohashi,University of Tsukuba,Toyohashi University of Technology,education,education
1,https://ror.org/02956yf07 -> https://ror.org/057zh3y96,https://ror.org/02956yf07,https://ror.org/057zh3y96,JP,JP,Tsukuba,Tokyo,University of Tsukuba,The University of Tokyo,education,education
1,https://ror.org/02cf1je33 -> https://ror.org/02cf1je33,https://ror.org/02cf1je33,https://ror.org/02cf1je33,JP,JP,Sakai,Sakai,Osaka Prefecture University,Osaka Prefecture University,education,education
2,https://ror.org/02cgss904 -> https://ror.org/02cgss904,https://ror.org/02cgss904,https://ror.org/02cgss904,JP,JP,Kumamoto,Kumamoto,Kumamoto University,Kumamoto University,education,education
2,https://ror.org/02cgss904 -> https://ror.org/03xbq6057,https://ror.org/02cgss904,https://ror.org/03xbq6057,JP,JP,Kumamoto,Kobe,Kumamoto University,Kobe Institute Of Computing,education,education
1,https://ror.org/02e16g702 -> https://ror.org/002rw7y37,https://ror.org/02e16g702,https://ror.org/002rw7y37,JP,JP,Sapporo,Tokyo,Hokkaido University,Aoyama Gakuin University,education,education
1,https://ror.org/02e16g702 -> https://ror.org/00p4k0j84,https://ror.org/02e16g702,https://ror.org/00p4k0j84,JP,JP,Sapporo,Fukuoka,Hokkaido University,Kyushu University,education,education
1,https://ror.org/02e16g702 -> https://ror.org/0112mx960,https://ror.org/02e16g702,https://ror.org/0112mx960,JP,JP,Sapporo,Tokyo,Hokkaido University,Tokyo Institute of Technology,education,education
11,https://ror.org/02e16g702 -> https://ror.org/02e16g702,https://ror.org/02e16g702,https://ror.org/02e16g702,JP,JP,Sapporo,Sapporo,Hokkaido University,Hokkaido University,education,education
1,https://ror.org/02e16g702 -> https://ror.org/051j8zv27,https://ror.org/02e16g702,https://ror.org/051j8zv27,JP,JP,Sapporo,Kashihara,Hokkaido University,Osaka Kyoiku University,education,education
1,https://ror.org/02e16g702 -> https://ror.org/055yf1005,https://ror.org/02e16g702,https://ror.org/055yf1005,JP,JP,Sapporo,Nagoya,Hokkaido University,Nagoya Institute of Technology,education,education
3,https://ror.org/02evnh647 -> https://ror.org/00ws30h19,https://ror.org/02evnh647,https://ror.org/00ws30h19,JP,JP,Saitama,Tokyo,Saitama University,Tokyo Metropolitan University,education,education
1,https://ror.org/02evnh647 -> https://ror.org/02evnh647,https://ror.org/02evnh647,https://ror.org/02evnh647,JP,JP,Saitama,Saitama,Saitama University,Saitama University,education,education
1,https://ror.org/02hwp6a56 -> https://ror.org/02cntp233,https://ror.org/02hwp6a56,https://ror.org/02cntp233,JP,JP,Kanazawa,Nagoya,Kanazawa University,Daido University,education,education
1,https://ror.org/02hwp6a56 -> https://ror.org/02hwp6a56,https://ror.org/02hwp6a56,https://ror.org/02hwp6a56,JP,JP,Kanazawa,Kanazawa,Kanazawa University,Kanazawa University,education,education
1,https://ror.org/02kn6nx58 -> https://ror.org/01529vy56,https://ror.org/02kn6nx58,https://ror.org/01529vy56,JP,JP,Tokyo,Tsu,Keio University,Mie University,education,education
1,https://ror.org/02kn6nx58 -> https://ror.org/02956yf07,https://ror.org/02kn6nx58,https://ror.org/02956yf07,JP,JP,Tokyo,Tsukuba,Keio University,University of Tsukuba,education,education
5,https://ror.org/02kn6nx58 -> https://ror.org/02kn6nx58,https://ror.org/02kn6nx58,https://ror.org/02kn6nx58,JP,JP,Tokyo,Tokyo,Keio University,Keio University,education,education
2,https://ror.org/02kpeqv85 -> https://ror.org/00p4k0j84,https://ror.org/02kpeqv85,https://ror.org/00p4k0j84,JP,JP,Kyoto,Fukuoka,Kyoto University,Kyushu University,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/01sjwvz98,https://ror.org/02kpeqv85,https://ror.org/01sjwvz98,JP,JP,Kyoto,Wako,Kyoto University,RIKEN,education,facility
1,https://ror.org/02kpeqv85 -> https://ror.org/02956yf07,https://ror.org/02kpeqv85,https://ror.org/02956yf07,JP,JP,Kyoto,Tsukuba,Kyoto University,University of Tsukuba,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/02e2wvy23,https://ror.org/02kpeqv85,https://ror.org/02e2wvy23,JP,JP,Kyoto,Kyoto,Kyoto University,Kyoto Tachibana University,education,education
2,https://ror.org/02kpeqv85 -> https://ror.org/02kpeqv85,https://ror.org/02kpeqv85,https://ror.org/02kpeqv85,JP,JP,Kyoto,Kyoto,Kyoto University,Kyoto University,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/057zh3y96,https://ror.org/02kpeqv85,https://ror.org/057zh3y96,JP,JP,Kyoto,Tokyo,Kyoto University,The University of Tokyo,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/05t70xh16,https://ror.org/02kpeqv85,https://ror.org/05t70xh16,JP,JP,Kyoto,Kyoto,Kyoto University,Kyoto Sangyo University,education,education
2,https://ror.org/02pc6pc55 -> https://ror.org/02pc6pc55,https://ror.org/02pc6pc55,https://ror.org/02pc6pc55,JP,JP,Okayama,Okayama,Okayama University,Okayama University,education,education
3,https://ror.org/02pg0e883 -> https://ror.org/02pg0e883,https://ror.org/02pg0e883,https://ror.org/02pg0e883,JP,JP,Fukushima,Fukushima,University of Aizu,University of Aizu,education,education
2,https://ror.org/02rqvrp93 -> https://ror.org/02rqvrp93,https://ror.org/02rqvrp93,https://ror.org/02rqvrp93,JP,JP,Tokyo,Tokyo,Meiji University,Meiji University,education,education
1,https://ror.org/02sps0775 -> https://ror.org/02sps0775,https://ror.org/02sps0775,https://ror.org/02sps0775,JP,JP,Kasugai,Kasugai,Chubu University,Chubu University,education,education
1,https://ror.org/02x73b849 -> https://ror.org/0112mx960,https://ror.org/02x73b849,https://ror.org/0112mx960,JP,JP,Tokyo,Tokyo,University of Electro-Communications,Tokyo Institute of Technology,education,education
1,https://ror.org/02x73b849 -> https://ror.org/0244rem06,https://ror.org/02x73b849,https://ror.org/0244rem06,JP,JP,Tokyo,Matsumoto,University of Electro-Communications,Shinshu University,education,education
2,https://ror.org/02x73b849 -> https://ror.org/02956yf07,https://ror.org/02x73b849,https://ror.org/02956yf07,JP,JP,Tokyo,Tsukuba,University of Electro-Communications,University of Tsukuba,education,education
1,https://ror.org/02x73b849 -> https://ror.org/02hwp6a56,https://ror.org/02x73b849,https://ror.org/02hwp6a56,JP,JP,Tokyo,Kanazawa,University of Electro-Communications,Kanazawa University,education,education
12,https://ror.org/02x73b849 -> https://ror.org/02x73b849,https://ror.org/02x73b849,https://ror.org/02x73b849,JP,JP,Tokyo,Tokyo,University of Electro-Communications,University of Electro-Communications,education,education
1,https://ror.org/02x73b849 -> https://ror.org/035t8zc32,https://ror.org/02x73b849,https://ror.org/035t8zc32,JP,JP,Tokyo,Osaka,University of Electro-Communications,Osaka University,education,education
1,https://ror.org/02x73b849 -> https://ror.org/03jzxkg37,https://ror.org/02x73b849,https://ror.org/03jzxkg37,JP,JP,Tokyo,Tokyo,University of Electro-Communications,Senshu University,education,education
1,https://ror.org/02x73b849 -> https://ror.org/03zyp6p76,https://ror.org/02x73b849,https://ror.org/03zyp6p76,JP,JP,Tokyo,Yokohama,University of Electro-Communications,Yokohama National University,education,education
1,https://ror.org/02x73b849 -> https://ror.org/057zh3y96,https://ror.org/02x73b849,https://ror.org/057zh3y96,JP,JP,Tokyo,Tokyo,University of Electro-Communications,The University of Tokyo,education,education
1,https://ror.org/02x73b849 -> https://ror.org/05f8a4p63,https://ror.org/02x73b849,https://ror.org/05f8a4p63,JP,JP,Tokyo,Tokyo,University of Electro-Communications,Tamagawa University,education,education
1,https://ror.org/02znffm54 -> https://ror.org/03ptaj492,https://ror.org/02znffm54,https://ror.org/03ptaj492,JP,JP,Osaka,Musashino,Osaka Institute of Technology,Seikei University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/001et4e78,https://ror.org/035t8zc32,https://ror.org/001et4e78,JP,JP,Osaka,Hiroshima,Osaka University,Hiroshima City University,education,education
2,https://ror.org/035t8zc32 -> https://ror.org/0112mx960,https://ror.org/035t8zc32,https://ror.org/0112mx960,JP,JP,Osaka,Tokyo,Osaka University,Tokyo Institute of Technology,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/02hcx7n63,https://ror.org/035t8zc32,https://ror.org/02hcx7n63,JP,JP,Osaka,Tokyo,Osaka University,Toho University,education,education
16,https://ror.org/035t8zc32 -> https://ror.org/035t8zc32,https://ror.org/035t8zc32,https://ror.org/035t8zc32,JP,JP,Osaka,Osaka,Osaka University,Osaka University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/048rj2z13,https://ror.org/035t8zc32,https://ror.org/048rj2z13,JP,JP,Osaka,Tokyo,Osaka University,"Ministry of Education, Culture, Sports, Science and Technology",education,government
3,https://ror.org/035t8zc32 -> https://ror.org/04ezg6d83,https://ror.org/035t8zc32,https://ror.org/04ezg6d83,JP,JP,Osaka,Toyohashi,Osaka University,Toyohashi University of Technology,education,education
2,https://ror.org/035t8zc32 -> https://ror.org/04k6gr834,https://ror.org/035t8zc32,https://ror.org/04k6gr834,JP,JP,Osaka,Kyoto,Osaka University,Kyoto University Hospital,education,healthcare
1,https://ror.org/035t8zc32 -> https://ror.org/04wzv3n59,https://ror.org/035t8zc32,https://ror.org/04wzv3n59,JP,JP,Osaka,Tokyo,Osaka University,Sony (Japan),education,company
10,https://ror.org/035t8zc32 -> https://ror.org/05bhada84,https://ror.org/035t8zc32,https://ror.org/05bhada84,JP,JP,Osaka,Ikoma,Osaka University,Nara Institute of Science and Technology,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/05jk51a88,https://ror.org/035t8zc32,https://ror.org/05jk51a88,JP,JP,Osaka,Tokyo,Osaka University,Nihon University,education,education
1,https://ror.org/03frj4r98 -> https://ror.org/0112mx960,https://ror.org/03frj4r98,https://ror.org/0112mx960,JP,JP,Nomi Shi,Tokyo,Japan Advanced Institute of Science and Technology,Tokyo Institute of Technology,education,education
1,https://ror.org/03frj4r98 -> https://ror.org/016bgq349,https://ror.org/03frj4r98,https://ror.org/016bgq349,JP,JP,Nomi Shi,Tokyo,Japan Advanced Institute of Science and Technology,National Institute of Information and Communications Technology,education,facility
1,https://ror.org/03frj4r98 -> https://ror.org/01703db54,https://ror.org/03frj4r98,https://ror.org/01703db54,JP,JP,Nomi Shi,Tsukuba,Japan Advanced Institute of Science and Technology,National Institute of Advanced Industrial Science and Technology,education,government
5,https://ror.org/03frj4r98 -> https://ror.org/03frj4r98,https://ror.org/03frj4r98,https://ror.org/03frj4r98,JP,JP,Nomi Shi,Nomi Shi,Japan Advanced Institute of Science and Technology,Japan Advanced Institute of Science and Technology,education,education
1,https://ror.org/03frj4r98 -> https://ror.org/0504dfg48,https://ror.org/03frj4r98,https://ror.org/0504dfg48,JP,JP,Nomi Shi,Sendai,Japan Advanced Institute of Science and Technology,Tohoku Gakuin University,education,education
1,https://ror.org/03frj4r98 -> https://ror.org/05t70xh16,https://ror.org/03frj4r98,https://ror.org/05t70xh16,JP,JP,Nomi Shi,Kyoto,Japan Advanced Institute of Science and Technology,Kyoto Sangyo University,education,education
1,https://ror.org/03rmfrm44 -> https://ror.org/03rmfrm44,https://ror.org/03rmfrm44,https://ror.org/03rmfrm44,JP,JP,Yokohama,Yokohama,Institute of Information Security,Institute of Information Security,education,education
1,https://ror.org/03ss88z23 -> https://ror.org/03ss88z23,https://ror.org/03ss88z23,https://ror.org/03ss88z23,JP,JP,Kagoshima,Kagoshima,Kagoshima University,Kagoshima University,education,education
2,https://ror.org/03t78wx29 -> https://ror.org/03t78wx29,https://ror.org/03t78wx29,https://ror.org/03t78wx29,JP,JP,Hiroshima,Hiroshima,Hiroshima University,Hiroshima University,education,education
1,https://ror.org/03t78wx29 -> https://ror.org/058h74p94,https://ror.org/03t78wx29,https://ror.org/058h74p94,JP,JP,Hiroshima,Nagasaki,Hiroshima University,Nagasaki University,education,education
1,https://ror.org/03tgsfw79 -> https://ror.org/01v1m2411,https://ror.org/03tgsfw79,https://ror.org/01v1m2411,JP,JP,Kobe,Kyoto,Kobe University,The Ritsumeikan Trust,education,education
3,https://ror.org/03tgsfw79 -> https://ror.org/03tgsfw79,https://ror.org/03tgsfw79,https://ror.org/03tgsfw79,JP,JP,Kobe,Kobe,Kobe University,Kobe University,education,education
1,https://ror.org/03xg1f311 -> https://ror.org/03xg1f311,https://ror.org/03xg1f311,https://ror.org/03xg1f311,JP,JP,Suita,Suita,Kansai University,Kansai University,education,education
1,https://ror.org/03xgh2v50 -> https://ror.org/03xgh2v50,https://ror.org/03xgh2v50,https://ror.org/03xgh2v50,JP,JP,Imizu,Imizu,Toyama Prefectural University,Toyama Prefectural University,education,education
