Count,OrgFlow,OriDisOrgID,DesDisOrgID,OriOrgLocationCountry,DesOrgLocationCountry,OriOrgLocationDetails,DesOrgLocationDetails,OriOrgName,DesOrgName,OriOrgType,DesOrgType
1,https://ror.org/01v1m2411 -> https://ror.org/05n757p35,https://ror.org/01v1m2411,https://ror.org/05n757p35,JP,JP,Kyoto,Hiroshima,The Ritsumeikan Trust,Hiroshima Shudo University,education,education
2,https://ror.org/028vxwa22 -> https://ror.org/028vxwa22,https://ror.org/028vxwa22,https://ror.org/028vxwa22,JP,JP,Kyoto,Kyoto,Kyoto Prefectural University of Medicine,Kyoto Prefectural University of Medicine,education,education
2,https://ror.org/02956yf07 -> https://ror.org/003qdfg20,https://ror.org/02956yf07,https://ror.org/003qdfg20,JP,JP,Tsukuba,Tokyo,University of Tsukuba,Soka University,education,education
1,https://ror.org/02956yf07 -> https://ror.org/00ws30h19,https://ror.org/02956yf07,https://ror.org/00ws30h19,JP,JP,Tsukuba,Tokyo,University of Tsukuba,Tokyo Metropolitan University,education,education
1,https://ror.org/02956yf07 -> https://ror.org/01v1m2411,https://ror.org/02956yf07,https://ror.org/01v1m2411,JP,JP,Tsukuba,Kyoto,University of Tsukuba,The Ritsumeikan Trust,education,education
1,https://ror.org/02956yf07 -> https://ror.org/04g11bp59,https://ror.org/02956yf07,https://ror.org/04g11bp59,JP,JP,Tsukuba,Osaka,University of Tsukuba,Osaka University of Economics,education,education
1,https://ror.org/02956yf07 -> https://ror.org/057zh3y96,https://ror.org/02956yf07,https://ror.org/057zh3y96,JP,JP,Tsukuba,Tokyo,University of Tsukuba,The University of Tokyo,education,education
1,https://ror.org/02956yf07 -> https://ror.org/05sj3n476,https://ror.org/02956yf07,https://ror.org/05sj3n476,JP,JP,Tsukuba,Tokyo,University of Tsukuba,Tokyo University of Science,education,education
1,https://ror.org/02cf1je33 -> https://ror.org/0418a3v02,https://ror.org/02cf1je33,https://ror.org/0418a3v02,JP,JP,Sakai,Osaka,Osaka Prefecture University,Setsunan University,education,education
1,https://ror.org/02cgss904 -> https://ror.org/0372t5741,https://ror.org/02cgss904,https://ror.org/0372t5741,JP,JP,Kumamoto,Gifu-shi,Kumamoto University,Gifu Pharmaceutical University,education,education
2,https://ror.org/02e16g702 -> https://ror.org/00bx6dj65,https://ror.org/02e16g702,https://ror.org/00bx6dj65,JP,JP,Sapporo,Tokyo,Hokkaido University,Hosei University,education,education
1,https://ror.org/02e16g702 -> https://ror.org/01v1m2411,https://ror.org/02e16g702,https://ror.org/01v1m2411,JP,JP,Sapporo,Kyoto,Hokkaido University,The Ritsumeikan Trust,education,education
4,https://ror.org/02e16g702 -> https://ror.org/02e16g702,https://ror.org/02e16g702,https://ror.org/02e16g702,JP,JP,Sapporo,Sapporo,Hokkaido University,Hokkaido University,education,education
1,https://ror.org/02e16g702 -> https://ror.org/02kpeqv85,https://ror.org/02e16g702,https://ror.org/02kpeqv85,JP,JP,Sapporo,Kyoto,Hokkaido University,Kyoto University,education,education
1,https://ror.org/02e16g702 -> https://ror.org/02skfsw40,https://ror.org/02e16g702,https://ror.org/02skfsw40,JP,JP,Sapporo,Osaka,Hokkaido University,Osaka City University,education,education
1,https://ror.org/02e16g702 -> https://ror.org/047khpn70,https://ror.org/02e16g702,https://ror.org/047khpn70,JP,JP,Sapporo,Fujisawa,Hokkaido University,Keio University Shonan Fujisawa,education,education
2,https://ror.org/02e16g702 -> https://ror.org/05540h853,https://ror.org/02e16g702,https://ror.org/05540h853,JP,JP,Sapporo,Chiba,Hokkaido University,Chiba Keizai University,education,education
2,https://ror.org/02kn6nx58 -> https://ror.org/00ntfnx83,https://ror.org/02kn6nx58,https://ror.org/00ntfnx83,JP,JP,Tokyo,Tokyo,Keio University,Waseda University,education,education
1,https://ror.org/02kn6nx58 -> https://ror.org/00ws30h19,https://ror.org/02kn6nx58,https://ror.org/00ws30h19,JP,JP,Tokyo,Tokyo,Keio University,Tokyo Metropolitan University,education,education
1,https://ror.org/02kn6nx58 -> https://ror.org/01v1m2411,https://ror.org/02kn6nx58,https://ror.org/01v1m2411,JP,JP,Tokyo,Kyoto,Keio University,The Ritsumeikan Trust,education,education
27,https://ror.org/02kn6nx58 -> https://ror.org/02kn6nx58,https://ror.org/02kn6nx58,https://ror.org/02kn6nx58,JP,JP,Tokyo,Tokyo,Keio University,Keio University,education,education
2,https://ror.org/02kn6nx58 -> https://ror.org/02rqvrp93,https://ror.org/02kn6nx58,https://ror.org/02rqvrp93,JP,JP,Tokyo,Tokyo,Keio University,Meiji University,education,education
1,https://ror.org/02kn6nx58 -> https://ror.org/035t8zc32,https://ror.org/02kn6nx58,https://ror.org/035t8zc32,JP,JP,Tokyo,Osaka,Keio University,Osaka University,education,education
2,https://ror.org/02kn6nx58 -> https://ror.org/03qvqb743,https://ror.org/02kn6nx58,https://ror.org/03qvqb743,JP,JP,Tokyo,Hachiōji,Keio University,Chuo University,education,education
1,https://ror.org/02kn6nx58 -> https://ror.org/03ss88z23,https://ror.org/02kn6nx58,https://ror.org/03ss88z23,JP,JP,Tokyo,Kagoshima,Keio University,Kagoshima University,education,education
3,https://ror.org/02kn6nx58 -> https://ror.org/03zyp6p76,https://ror.org/02kn6nx58,https://ror.org/03zyp6p76,JP,JP,Tokyo,Yokohama,Keio University,Yokohama National University,education,education
1,https://ror.org/02kn6nx58 -> https://ror.org/04d139241,https://ror.org/02kn6nx58,https://ror.org/04d139241,JP,JP,Tokyo,Nagoya,Keio University,Tokai National Higher Education and Research System,education,education
1,https://ror.org/02kn6nx58 -> https://ror.org/04jqj7p05,https://ror.org/02kn6nx58,https://ror.org/04jqj7p05,JP,JP,Tokyo,Tokyo,Keio University,Hitotsubashi University,education,education
1,https://ror.org/02kn6nx58 -> https://ror.org/057zh3y96,https://ror.org/02kn6nx58,https://ror.org/057zh3y96,JP,JP,Tokyo,Tokyo,Keio University,The University of Tokyo,education,education
1,https://ror.org/02kn6nx58 -> https://ror.org/059d6yn51,https://ror.org/02kn6nx58,https://ror.org/059d6yn51,JP,JP,Tokyo,Tokyo,Keio University,Toyo University,education,education
1,https://ror.org/02kn6nx58 -> https://ror.org/05n7t1e46,https://ror.org/02kn6nx58,https://ror.org/05n7t1e46,JP,JP,Tokyo,Machida,Keio University,Wako University,education,education
1,https://ror.org/02kn6nx58 -> https://ror.org/05t70xh16,https://ror.org/02kn6nx58,https://ror.org/05t70xh16,JP,JP,Tokyo,Kyoto,Keio University,Kyoto Sangyo University,education,education
2,https://ror.org/02kn6nx58 -> https://ror.org/05wr49d48,https://ror.org/02kn6nx58,https://ror.org/05wr49d48,JP,JP,Tokyo,Wakayama,Keio University,Wakayama University,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/00ntfnx83,https://ror.org/02kpeqv85,https://ror.org/00ntfnx83,JP,JP,Kyoto,Tokyo,Kyoto University,Waseda University,education,education
3,https://ror.org/02kpeqv85 -> https://ror.org/00p4k0j84,https://ror.org/02kpeqv85,https://ror.org/00p4k0j84,JP,JP,Kyoto,Fukuoka,Kyoto University,Kyushu University,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/01fxdkm29,https://ror.org/02kpeqv85,https://ror.org/01fxdkm29,JP,JP,Kyoto,Kyoto,Kyoto University,Doshisha University,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/01fyk0v41,https://ror.org/02kpeqv85,https://ror.org/01fyk0v41,JP,JP,Kyoto,Shimonoseki,Kyoto University,Shimonoseki City University,education,education
3,https://ror.org/02kpeqv85 -> https://ror.org/01v1m2411,https://ror.org/02kpeqv85,https://ror.org/01v1m2411,JP,JP,Kyoto,Kyoto,Kyoto University,The Ritsumeikan Trust,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/02e16g702,https://ror.org/02kpeqv85,https://ror.org/02e16g702,JP,JP,Kyoto,Sapporo,Kyoto University,Hokkaido University,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/02e2wvy23,https://ror.org/02kpeqv85,https://ror.org/02e2wvy23,JP,JP,Kyoto,Kyoto,Kyoto University,Kyoto Tachibana University,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/02kn6nx58,https://ror.org/02kpeqv85,https://ror.org/02kn6nx58,JP,JP,Kyoto,Tokyo,Kyoto University,Keio University,education,education
39,https://ror.org/02kpeqv85 -> https://ror.org/02kpeqv85,https://ror.org/02kpeqv85,https://ror.org/02kpeqv85,JP,JP,Kyoto,Kyoto,Kyoto University,Kyoto University,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/02rqvrp93,https://ror.org/02kpeqv85,https://ror.org/02rqvrp93,JP,JP,Kyoto,Tokyo,Kyoto University,Meiji University,education,education
3,https://ror.org/02kpeqv85 -> https://ror.org/035t8zc32,https://ror.org/02kpeqv85,https://ror.org/035t8zc32,JP,JP,Kyoto,Osaka,Kyoto University,Osaka University,education,education
2,https://ror.org/02kpeqv85 -> https://ror.org/03b0ym704,https://ror.org/02kpeqv85,https://ror.org/03b0ym704,JP,JP,Kyoto,Tokyo,Kyoto University,Tokyo Keizai University,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/03jqhsn85,https://ror.org/02kpeqv85,https://ror.org/03jqhsn85,JP,JP,Kyoto,Fukuoka,Kyoto University,Seinan Gakuin University,education,education
2,https://ror.org/02kpeqv85 -> https://ror.org/03tgsfw79,https://ror.org/02kpeqv85,https://ror.org/03tgsfw79,JP,JP,Kyoto,Kobe,Kyoto University,Kobe University,education,education
3,https://ror.org/02kpeqv85 -> https://ror.org/03xg1f311,https://ror.org/02kpeqv85,https://ror.org/03xg1f311,JP,JP,Kyoto,Suita,Kyoto University,Kansai University,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/04wn7wc95,https://ror.org/02kpeqv85,https://ror.org/04wn7wc95,JP,JP,Kyoto,Nagoya,Kyoto University,Nagoya City University,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/057zh3y96,https://ror.org/02kpeqv85,https://ror.org/057zh3y96,JP,JP,Kyoto,Tokyo,Kyoto University,The University of Tokyo,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/059b5pb30,https://ror.org/02kpeqv85,https://ror.org/059b5pb30,JP,JP,Kyoto,Kobe,Kyoto University,Konan University,education,education
1,https://ror.org/02kpeqv85 -> https://ror.org/05kt9ap64,https://ror.org/02kpeqv85,https://ror.org/05kt9ap64,JP,JP,Kyoto,Osaka,Kyoto University,Kindai University,education,education
2,https://ror.org/02kpeqv85 -> https://ror.org/05m6adj80,https://ror.org/02kpeqv85,https://ror.org/05m6adj80,JP,JP,Kyoto,Takasaki,Kyoto University,Takasaki City University of Economics,education,education
2,https://ror.org/02kpeqv85 -> https://ror.org/05t70xh16,https://ror.org/02kpeqv85,https://ror.org/05t70xh16,JP,JP,Kyoto,Kyoto,Kyoto University,Kyoto Sangyo University,education,education
1,https://ror.org/02qf2tx24 -> https://ror.org/02qf2tx24,https://ror.org/02qf2tx24,https://ror.org/02qf2tx24,JP,JP,Nishinomiya,Nishinomiya,Kwansei Gakuin University,Kwansei Gakuin University,education,education
1,https://ror.org/02qf2tx24 -> https://ror.org/04kc6x746,https://ror.org/02qf2tx24,https://ror.org/04kc6x746,JP,JP,Nishinomiya,Nishinomiya-hama,Kwansei Gakuin University,Otemae University,education,education
1,https://ror.org/02qf2tx24 -> https://ror.org/04w7k2121,https://ror.org/02qf2tx24,https://ror.org/04w7k2121,JP,JP,Nishinomiya,Fukuchiyama,Kwansei Gakuin University,University of Fukuchiyama,education,education
12,https://ror.org/02rqvrp93 -> https://ror.org/02rqvrp93,https://ror.org/02rqvrp93,https://ror.org/02rqvrp93,JP,JP,Tokyo,Tokyo,Meiji University,Meiji University,education,education
1,https://ror.org/02rqvrp93 -> https://ror.org/03sf6p593,https://ror.org/02rqvrp93,https://ror.org/03sf6p593,JP,JP,Tokyo,Tokyo,Meiji University,Showa Women's University,education,education
1,https://ror.org/02rqvrp93 -> https://ror.org/046zepm61,https://ror.org/02rqvrp93,https://ror.org/046zepm61,JP,JP,Tokyo,Naha,Meiji University,Okinawa University,education,education
1,https://ror.org/02skfsw40 -> https://ror.org/009mysd22,https://ror.org/02skfsw40,https://ror.org/009mysd22,JP,JP,Osaka,Ibaraki,Osaka City University,Otemon Gakuin University,education,education
1,https://ror.org/02skfsw40 -> https://ror.org/01nyv7k26,https://ror.org/02skfsw40,https://ror.org/01nyv7k26,JP,JP,Osaka,Ōita,Osaka City University,Oita University,education,education
1,https://ror.org/02skfsw40 -> https://ror.org/02dqf3w62,https://ror.org/02skfsw40,https://ror.org/02dqf3w62,JP,JP,Osaka,Moriguchi,Osaka City University,Osaka International University,education,education
2,https://ror.org/02skfsw40 -> https://ror.org/02kpeqv85,https://ror.org/02skfsw40,https://ror.org/02kpeqv85,JP,JP,Osaka,Kyoto,Osaka City University,Kyoto University,education,education
4,https://ror.org/02skfsw40 -> https://ror.org/02skfsw40,https://ror.org/02skfsw40,https://ror.org/02skfsw40,JP,JP,Osaka,Osaka,Osaka City University,Osaka City University,education,education
2,https://ror.org/02skfsw40 -> https://ror.org/03tgsfw79,https://ror.org/02skfsw40,https://ror.org/03tgsfw79,JP,JP,Osaka,Kobe,Osaka City University,Kobe University,education,education
1,https://ror.org/02skfsw40 -> https://ror.org/05wr49d48,https://ror.org/02skfsw40,https://ror.org/05wr49d48,JP,JP,Osaka,Wakayama,Osaka City University,Wakayama University,education,education
2,https://ror.org/035t8zc32 -> https://ror.org/00ntfnx83,https://ror.org/035t8zc32,https://ror.org/00ntfnx83,JP,JP,Osaka,Tokyo,Osaka University,Waseda University,education,education
2,https://ror.org/035t8zc32 -> https://ror.org/00qa6r925,https://ror.org/035t8zc32,https://ror.org/00qa6r925,JP,JP,Osaka,Kameoka,Osaka University,Kyoto University of Advanced Science,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/00yydx071,https://ror.org/035t8zc32,https://ror.org/00yydx071,JP,JP,Osaka,Osaka,Osaka University,Osaka Seikei University,education,education
2,https://ror.org/035t8zc32 -> https://ror.org/01dq60k83,https://ror.org/035t8zc32,https://ror.org/01dq60k83,JP,JP,Osaka,Sendai,Osaka University,Tohoku University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/01fhyd561,https://ror.org/035t8zc32,https://ror.org/01fhyd561,JP,JP,Osaka,Kyoto,Osaka University,Kyoto College of Economics,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/01p7qe739,https://ror.org/035t8zc32,https://ror.org/01p7qe739,JP,JP,Osaka,Tokyo,Osaka University,Tokai University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/01v1m2411,https://ror.org/035t8zc32,https://ror.org/01v1m2411,JP,JP,Osaka,Kyoto,Osaka University,The Ritsumeikan Trust,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/01zwcys39,https://ror.org/035t8zc32,https://ror.org/01zwcys39,JP,JP,Osaka,Tokyo,Osaka University,Meiji Gakuin University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/021r6aq66,https://ror.org/035t8zc32,https://ror.org/021r6aq66,JP,JP,Osaka,Saitama,Osaka University,Josai University,education,education
2,https://ror.org/035t8zc32 -> https://ror.org/022yhjq53,https://ror.org/035t8zc32,https://ror.org/022yhjq53,JP,JP,Osaka,Tokyo,Osaka University,Meisei University,education,education
2,https://ror.org/035t8zc32 -> https://ror.org/02cf1je33,https://ror.org/035t8zc32,https://ror.org/02cf1je33,JP,JP,Osaka,Sakai,Osaka University,Osaka Prefecture University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/02e16g702,https://ror.org/035t8zc32,https://ror.org/02e16g702,JP,JP,Osaka,Sapporo,Osaka University,Hokkaido University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/02kn6nx58,https://ror.org/035t8zc32,https://ror.org/02kn6nx58,JP,JP,Osaka,Tokyo,Osaka University,Keio University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/02kpeqv85,https://ror.org/035t8zc32,https://ror.org/02kpeqv85,JP,JP,Osaka,Kyoto,Osaka University,Kyoto University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/02qf2tx24,https://ror.org/035t8zc32,https://ror.org/02qf2tx24,JP,JP,Osaka,Nishinomiya,Osaka University,Kwansei Gakuin University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/02rqvrp93,https://ror.org/035t8zc32,https://ror.org/02rqvrp93,JP,JP,Osaka,Tokyo,Osaka University,Meiji University,education,education
9,https://ror.org/035t8zc32 -> https://ror.org/035t8zc32,https://ror.org/035t8zc32,https://ror.org/035t8zc32,JP,JP,Osaka,Osaka,Osaka University,Osaka University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/03jzxkg37,https://ror.org/035t8zc32,https://ror.org/03jzxkg37,JP,JP,Osaka,Tokyo,Osaka University,Senshu University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/03tgsfw79,https://ror.org/035t8zc32,https://ror.org/03tgsfw79,JP,JP,Osaka,Kobe,Osaka University,Kobe University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/03xg1f311,https://ror.org/035t8zc32,https://ror.org/03xg1f311,JP,JP,Osaka,Suita,Osaka University,Kansai University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/03zyp6p76,https://ror.org/035t8zc32,https://ror.org/03zyp6p76,JP,JP,Osaka,Yokohama,Osaka University,Yokohama National University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/041bf1s37,https://ror.org/035t8zc32,https://ror.org/041bf1s37,JP,JP,Osaka,Yokohama,Osaka University,Kanto Gakuin University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/042b6j696,https://ror.org/035t8zc32,https://ror.org/042b6j696,JP,JP,Osaka,Nagoya,Osaka University,Nanzan University,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/0445phv87,https://ror.org/035t8zc32,https://ror.org/0445phv87,JP,JP,Osaka,Toyama,Osaka University,University of Toyama,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/048rj2z13,https://ror.org/035t8zc32,https://ror.org/048rj2z13,JP,JP,Osaka,Tokyo,Osaka University,"Ministry of Education, Culture, Sports, Science and Technology",education,government
1,https://ror.org/035t8zc32 -> https://ror.org/04d139241,https://ror.org/035t8zc32,https://ror.org/04d139241,JP,JP,Osaka,Nagoya,Osaka University,Tokai National Higher Education and Research System,education,education
1,https://ror.org/035t8zc32 -> https://ror.org/04f4wg107,https://ror.org/035t8zc32,https://ror.org/04f4wg107,JP,JP,Osaka,Saga,Osaka University,Saga University,education,education
