OrgSpringRank,OrgID,OrgLocationCountry,OrgLocationDetails,OrgName,OrgType
-0.6124398803319472,https://ror.org/0516ah480,JP,Hayama,"The Graduate University for Advanced Studies, SOKENDAI",education
-0.6597634219827185,https://ror.org/01gaw2478,JP,Tokyo,Teikyo University,education
-0.6774775748267778,https://ror.org/01hjzeq58,JP,Chiba,Chiba University,education
-0.7009115195281073,https://ror.org/01cg0k189,JP,Tokyo,International Christian University,education
-0.7236055340073444,https://ror.org/04d139241,JP,Nagoya,Tokai National Higher Education and Research System,education
-0.7818602672387714,https://ror.org/02956yf07,JP,Tsukuba,University of Tsukuba,education
-0.8377365471771865,https://ror.org/00p4k0j84,JP,Fukuoka,Kyushu University,education
-0.916241092540609,https://ror.org/01dq60k83,JP,Sendai,Tohoku University,education
-0.9483024169544936,https://ror.org/009mysd22,JP,Ibaraki,Otemon Gakuin University,education
-0.9483024169544936,https://ror.org/02dqf3w62,JP,Moriguchi,Osaka International University,education
-1.000793335753275,https://ror.org/00ntfnx83,JP,Tokyo,Waseda University,education
-1.028680265145852,https://ror.org/03xg1f311,JP,Suita,Kansai University,education
-1.2189353760111377,https://ror.org/01nyv7k26,JP,Ōita,Oita University,education
-1.242384151874339,https://ror.org/03nw47j70,JP,Ōta,Kanto Gakuen University,education
-1.2423867667122908,https://ror.org/00pbv8y11,JP,Otaru,Otaru University of Commerce,education
-1.2423867667122908,https://ror.org/0135d1r83,JP,Yokohama,Yokohama City University,education
-1.2423867667122908,https://ror.org/0496p0503,JP,Tokyo,Rissho University,education
-1.242396555429478,https://ror.org/01wqrpc44,JP,Fukuoka,Kyushu Sangyo University,education
-1.242396555429478,https://ror.org/022zbr960,JP,Tokyo,Seijo University,education
-1.242396555429478,https://ror.org/03ptaj492,JP,Musashino,Seikei University,education
-1.2424428960249918,https://ror.org/05cw8ax51,JP,Tokyo,Daito Bunka University,education
-1.2578973117416026,https://ror.org/05t70xh16,JP,Kyoto,Kyoto Sangyo University,education
-1.2644386810476769,https://ror.org/03b0ym704,JP,Tokyo,Tokyo Keizai University,education
-1.2872312154374486,https://ror.org/037s2db26,JP,Tokyo,Gakushuin University,education
-1.3195984796895863,https://ror.org/01fyk0v41,JP,Shimonoseki,Shimonoseki City University,education
-1.3195984796895863,https://ror.org/02e2wvy23,JP,Kyoto,Kyoto Tachibana University,education
-1.3195984796895863,https://ror.org/03jqhsn85,JP,Fukuoka,Seinan Gakuin University,education
-1.3195984796895863,https://ror.org/059b5pb30,JP,Kobe,Konan University,education
-1.3234808202020916,https://ror.org/04wn7wc95,JP,Nagoya,Nagoya City University,education
-1.3467312472501523,https://ror.org/05qp61e83,JP,Tokyo,Musashi University,education
-1.3597908968288082,https://ror.org/05wr49d48,JP,Wakayama,Wakayama University,education
-1.3747603767585126,https://ror.org/05540h853,JP,Chiba,Chiba Keizai University,education
-1.3836337062009438,https://ror.org/03qvqb743,JP,Hachiōji,Chuo University,education
-1.3875122484952325,https://ror.org/03zyp6p76,JP,Yokohama,Yokohama National University,education
-1.3950266421931459,https://ror.org/04h42fc75,JP,Nagoya,Meijo University,education
-1.3950341219467175,https://ror.org/028vxwa22,JP,Kyoto,Kyoto Prefectural University of Medicine,education
-1.3950341219467175,https://ror.org/0244rem06,JP,Matsumoto,Shinshu University,education
-1.3950341219467175,https://ror.org/05crbcr45,JP,Tokyo,Tokyo University of Agriculture,education
-1.402787023419958,https://ror.org/00qa6r925,JP,Kameoka,Kyoto University of Advanced Science,education
-1.402787023419958,https://ror.org/022yhjq53,JP,Tokyo,Meisei University,education
-1.402787023419958,https://ror.org/04j7mzp05,JP,Takamatsu,Kagawa University,education
-1.4027925436068571,https://ror.org/00yydx071,JP,Osaka,Osaka Seikei University,education
-1.4027925436068571,https://ror.org/01fhyd561,JP,Kyoto,Kyoto College of Economics,education
-1.4027925436068571,https://ror.org/021r6aq66,JP,Saitama,Josai University,education
-1.4027925436068571,https://ror.org/041bf1s37,JP,Yokohama,Kanto Gakuin University,education
-1.4027925436068571,https://ror.org/0445phv87,JP,Toyama,University of Toyama,education
-1.4027925436068571,https://ror.org/0504dfg48,JP,Sendai,Tohoku Gakuin University,education
-1.4206833790336608,https://ror.org/00bx6dj65,JP,Tokyo,Hosei University,education
-1.4235501003946536,https://ror.org/02qf2tx24,JP,Nishinomiya,Kwansei Gakuin University,education
-1.4317178880744401,https://ror.org/02cf1je33,JP,Sakai,Osaka Prefecture University,education
-1.433266730922463,https://ror.org/01v1m2411,JP,Kyoto,The Ritsumeikan Trust,education
-1.4409570083632695,https://ror.org/047khpn70,JP,Fujisawa,Keio University Shonan Fujisawa,education
-1.441880207938513,https://ror.org/02rqvrp93,JP,Tokyo,Meiji University,education
-1.4473736231277456,https://ror.org/01fxdkm29,JP,Kyoto,Doshisha University,education
-1.4606436203894786,https://ror.org/01zwcys39,JP,Tokyo,Meiji Gakuin University,education
-1.4895727787936193,https://ror.org/01vj3cz23,JP,Saitama,Dokkyo University,education
-1.4895754946710003,https://ror.org/05tc07s46,JP,Matsuyama,Matsuyama University,education
-1.4895845481854655,https://ror.org/00g0p9k78,JP,Hiroshima,Onomichi City University,education
-1.4895845481854655,https://ror.org/0172hvg27,JP,Toyohashi,Aichi University,education
-1.4895845481854655,https://ror.org/018v0zv10,JP,Kobe,Kobe Gakuin University,education
-1.4895845481854655,https://ror.org/01h2m4f20,JP,Osaka,Osaka Sangyo University,education
-1.4895845481854655,https://ror.org/01vvhy971,JP,Hikone,Shiga University,education
-1.4895845481854655,https://ror.org/02m71k567,JP,Tokyo,Nishogakusha University,education
-1.5076428358207097,https://ror.org/04f4wg107,JP,Saga,Saga University,education
-1.5225603333402835,https://ror.org/059d6yn51,JP,Tokyo,Toyo University,education
-1.5225603333402835,https://ror.org/05n7t1e46,JP,Machida,Wako University,education
-1.5226128945746316,https://ror.org/03ss88z23,JP,Kagoshima,Kagoshima University,education
-1.5239703283275348,https://ror.org/04g11bp59,JP,Osaka,Osaka University of Economics,education
-1.5263834862438332,https://ror.org/042b6j696,JP,Nagoya,Nanzan University,education
-1.5466570177886965,https://ror.org/05m6adj80,JP,Takasaki,Takasaki City University of Economics,education
-1.5472509313419278,https://ror.org/00ws30h19,JP,Tokyo,Tokyo Metropolitan University,education
-1.5611490896748281,https://ror.org/05sj3n476,JP,Tokyo,Tokyo University of Science,education
-1.5931070041052093,https://ror.org/05kt9ap64,JP,Osaka,Kindai University,education
-1.5937247900862845,https://ror.org/03jzxkg37,JP,Tokyo,Senshu University,education
-1.612428640480902,https://ror.org/048rj2z13,JP,Tokyo,"Ministry of Education, Culture, Sports, Science and Technology",government
-1.6390322600924445,https://ror.org/0151bmh98,JP,Kobe,University of Hyogo,education
-1.6597521847414818,https://ror.org/02j6c0d67,JP,Yokohama,Kanagawa University,education
-1.6844325345263826,https://ror.org/003qdfg20,JP,Tokyo,Soka University,education
-1.700588568321661,https://ror.org/048c1xv24,JP,Nagareyama,Toyo Gakuen University,education
-1.7014689311554696,https://ror.org/01p7qe739,JP,Tokyo,Tokai University,education
-1.723610909871303,https://ror.org/04ajrmg05,JP,Nagoya,Chukyo University,education
-1.768106206913829,https://ror.org/058h74p94,JP,Nagasaki,Nagasaki University,education
-1.819928302851207,https://ror.org/00thekh91,JP,Nisshin,Nagoya University of Commerce and Business,education
-1.837750056959528,https://ror.org/01jaaym28,JP,Matsue,Shimane University,education
-1.9162593391853793,https://ror.org/00sjd5653,JP,Ibaraki,Ibaraki University,education
-1.9162593391853793,https://ror.org/0210pwe06,JP,Nara-shi,Tezukayama University,education
-2.000793840709874,https://ror.org/04nt8b154,JP,Fukuoka,Fukuoka University,education
-2.0716413137828393,https://ror.org/05jk51a88,JP,Tokyo,Nihon University,education
-2.078441305117053,https://ror.org/05n757p35,JP,Hiroshima,Hiroshima Shudo University,education
-2.423550727310658,https://ror.org/04kc6x746,JP,Nishinomiya-hama,Otemae University,education
-2.423550727310658,https://ror.org/04w7k2121,JP,Fukuchiyama,University of Fukuchiyama,education
-2.43172880549795,https://ror.org/0418a3v02,JP,Osaka,Setsunan University,education
-2.4419050664685384,https://ror.org/03sf6p593,JP,Tokyo,Showa Women's University,education
-2.4419050664685384,https://ror.org/046zepm61,JP,Naha,Okinawa University,education
-2.5226516329994757,https://ror.org/014bbcf72,JP,Isahaya,Nagasaki Wesleyan University,education
-2.5751504035997304,https://ror.org/03ppx1p25,JP,Sasebo,University of Nagasaki,education
