Count,OrgFlow,OriDisOrgID,DesDisOrgID,OriOrgLocationCountry,DesOrgLocationCountry,OriOrgLocationDetails,DesOrgLocationDetails,OriOrgName,DesOrgName,OriOrgType,DesOrgType
1,https://ror.org/002rw7y37 -> https://ror.org/05nf86y53,https://ror.org/002rw7y37,https://ror.org/05nf86y53,JP,JP,Tokyo,Tōkai-mura,Aoyama Gakuin University,Japan Atomic Energy Agency,education,government
1,https://ror.org/002wydw38 -> https://ror.org/0244rem06,https://ror.org/002wydw38,https://ror.org/0244rem06,JP,JP,Tokyo,Matsumoto,St. Luke's International Hospital,Shinshu University,healthcare,education
14,https://ror.org/003qdfg20 -> https://ror.org/003qdfg20,https://ror.org/003qdfg20,https://ror.org/003qdfg20,JP,JP,Tokyo,Tokyo,Soka University,Soka University,education,education
1,https://ror.org/003qdfg20 -> https://ror.org/01dq60k83,https://ror.org/003qdfg20,https://ror.org/01dq60k83,JP,JP,Tokyo,Sendai,Soka University,Tohoku University,education,education
1,https://ror.org/003qdfg20 -> https://ror.org/02syg0q74,https://ror.org/003qdfg20,https://ror.org/02syg0q74,JP,JP,Tokyo,Hirosaki,Soka University,Hirosaki University,education,education
1,https://ror.org/003qdfg20 -> https://ror.org/046fm7598,https://ror.org/003qdfg20,https://ror.org/046fm7598,JP,JP,Tokyo,Maebashi,Soka University,Gunma University,education,education
1,https://ror.org/004th3s59 -> https://ror.org/004th3s59,https://ror.org/004th3s59,https://ror.org/004th3s59,JP,JP,Katsuura,Katsuura,International Budo University,International Budo University,education,education
1,https://ror.org/0059h1f24 -> https://ror.org/01v1m2411,https://ror.org/0059h1f24,https://ror.org/01v1m2411,JP,JP,Hiroshima,Kyoto,Prefectural University of Hiroshima,The Ritsumeikan Trust,education,education
1,https://ror.org/0059h1f24 -> https://ror.org/03t78wx29,https://ror.org/0059h1f24,https://ror.org/03t78wx29,JP,JP,Hiroshima,Hiroshima,Prefectural University of Hiroshima,Hiroshima University,education,education
5,https://ror.org/005qv5373 -> https://ror.org/005qv5373,https://ror.org/005qv5373,https://ror.org/005qv5373,JP,JP,Wakayama,Wakayama,Wakayama Medical University,Wakayama Medical University,education,education
2,https://ror.org/007gj5v75 -> https://ror.org/007gj5v75,https://ror.org/007gj5v75,https://ror.org/007gj5v75,JP,JP,Atsugi,Atsugi,Kanagawa Institute of Technology,Kanagawa Institute of Technology,education,education
2,https://ror.org/008zz8m46 -> https://ror.org/008zz8m46,https://ror.org/008zz8m46,https://ror.org/008zz8m46,JP,JP,Nagoya,Nagoya,Nagoya University Hospital,Nagoya University Hospital,healthcare,healthcare
1,https://ror.org/00965ax52 -> https://ror.org/001hv0k59,https://ror.org/00965ax52,https://ror.org/001hv0k59,JP,JP,Kyoto,Nagoya,Kyoto Institute of Technology,Toyota Technological Institute,education,education
42,https://ror.org/00965ax52 -> https://ror.org/00965ax52,https://ror.org/00965ax52,https://ror.org/00965ax52,JP,JP,Kyoto,Kyoto,Kyoto Institute of Technology,Kyoto Institute of Technology,education,education
2,https://ror.org/00965ax52 -> https://ror.org/00p4k0j84,https://ror.org/00965ax52,https://ror.org/00p4k0j84,JP,JP,Kyoto,Fukuoka,Kyoto Institute of Technology,Kyushu University,education,education
1,https://ror.org/00965ax52 -> https://ror.org/00qg0kr10,https://ror.org/00965ax52,https://ror.org/00qg0kr10,JP,JP,Kyoto,Tokyo,Kyoto Institute of Technology,Tokyo University of Agriculture and Technology,education,education
2,https://ror.org/00965ax52 -> https://ror.org/00r8qyj34,https://ror.org/00965ax52,https://ror.org/00r8qyj34,JP,JP,Kyoto,Shibata,Kyoto Institute of Technology,Sendai University,education,education
3,https://ror.org/00965ax52 -> https://ror.org/00xy44n04,https://ror.org/00965ax52,https://ror.org/00xy44n04,JP,JP,Kyoto,Yamagata,Kyoto Institute of Technology,Yamagata University,education,education
1,https://ror.org/00965ax52 -> https://ror.org/01703db54,https://ror.org/00965ax52,https://ror.org/01703db54,JP,JP,Kyoto,Tsukuba,Kyoto Institute of Technology,National Institute of Advanced Industrial Science and Technology,education,government
2,https://ror.org/00965ax52 -> https://ror.org/01bb68v37,https://ror.org/00965ax52,https://ror.org/01bb68v37,JP,JP,Kyoto,Anan,Kyoto Institute of Technology,Anan National College of Technology,education,education
1,https://ror.org/00965ax52 -> https://ror.org/01hjzeq58,https://ror.org/00965ax52,https://ror.org/01hjzeq58,JP,JP,Kyoto,Chiba,Kyoto Institute of Technology,Chiba University,education,education
1,https://ror.org/00965ax52 -> https://ror.org/01hvx5h04,https://ror.org/00965ax52,https://ror.org/01hvx5h04,JP,JP,Kyoto,Osaka,Kyoto Institute of Technology,Osaka Metropolitan University,education,education
1,https://ror.org/00965ax52 -> https://ror.org/01v1m2411,https://ror.org/00965ax52,https://ror.org/01v1m2411,JP,JP,Kyoto,Kyoto,Kyoto Institute of Technology,The Ritsumeikan Trust,education,education
1,https://ror.org/00965ax52 -> https://ror.org/01xxp6985,https://ror.org/00965ax52,https://ror.org/01xxp6985,JP,JP,Kyoto,Kochi,Kyoto Institute of Technology,Kōchi University,education,education
2,https://ror.org/00965ax52 -> https://ror.org/0244rem06,https://ror.org/00965ax52,https://ror.org/0244rem06,JP,JP,Kyoto,Matsumoto,Kyoto Institute of Technology,Shinshu University,education,education
1,https://ror.org/00965ax52 -> https://ror.org/028vxwa22,https://ror.org/00965ax52,https://ror.org/028vxwa22,JP,JP,Kyoto,Kyoto,Kyoto Institute of Technology,Kyoto Prefectural University of Medicine,education,education
2,https://ror.org/00965ax52 -> https://ror.org/02dvjfw95,https://ror.org/00965ax52,https://ror.org/02dvjfw95,JP,JP,Kyoto,Hikone,Kyoto Institute of Technology,University of Shiga Prefecture,education,education
3,https://ror.org/00965ax52 -> https://ror.org/02kpeqv85,https://ror.org/00965ax52,https://ror.org/02kpeqv85,JP,JP,Kyoto,Kyoto,Kyoto Institute of Technology,Kyoto University,education,education
1,https://ror.org/00965ax52 -> https://ror.org/02ws33e43,https://ror.org/00965ax52,https://ror.org/02ws33e43,JP,JP,Kyoto,Nonoichi,Kyoto Institute of Technology,Kanazawa Institute of Technology,education,education
2,https://ror.org/00965ax52 -> https://ror.org/02x73b849,https://ror.org/00965ax52,https://ror.org/02x73b849,JP,JP,Kyoto,Tokyo,Kyoto Institute of Technology,University of Electro-Communications,education,education
1,https://ror.org/00965ax52 -> https://ror.org/03frj4r98,https://ror.org/00965ax52,https://ror.org/03frj4r98,JP,JP,Kyoto,Nomi Shi,Kyoto Institute of Technology,Japan Advanced Institute of Science and Technology,education,education
1,https://ror.org/00965ax52 -> https://ror.org/03t78wx29,https://ror.org/00965ax52,https://ror.org/03t78wx29,JP,JP,Kyoto,Hiroshima,Kyoto Institute of Technology,Hiroshima University,education,education
2,https://ror.org/00965ax52 -> https://ror.org/03tgsfw79,https://ror.org/00965ax52,https://ror.org/03tgsfw79,JP,JP,Kyoto,Kobe,Kyoto Institute of Technology,Kobe University,education,education
1,https://ror.org/00965ax52 -> https://ror.org/045ysha14,https://ror.org/00965ax52,https://ror.org/045ysha14,JP,JP,Kyoto,Kashihara-shi,Kyoto Institute of Technology,Nara Medical University,education,education
2,https://ror.org/00965ax52 -> https://ror.org/048rj2z13,https://ror.org/00965ax52,https://ror.org/048rj2z13,JP,JP,Kyoto,Tokyo,Kyoto Institute of Technology,"Ministry of Education, Culture, Sports, Science and Technology",education,government
1,https://ror.org/00965ax52 -> https://ror.org/04k6gr834,https://ror.org/00965ax52,https://ror.org/04k6gr834,JP,JP,Kyoto,Kyoto,Kyoto Institute of Technology,Kyoto University Hospital,education,healthcare
2,https://ror.org/00965ax52 -> https://ror.org/057zh3y96,https://ror.org/00965ax52,https://ror.org/057zh3y96,JP,JP,Kyoto,Tokyo,Kyoto Institute of Technology,The University of Tokyo,education,education
1,https://ror.org/00965ax52 -> https://ror.org/05wr49d48,https://ror.org/00965ax52,https://ror.org/05wr49d48,JP,JP,Kyoto,Wakayama,Kyoto Institute of Technology,Wakayama University,education,education
2,https://ror.org/009x65438 -> https://ror.org/009x65438,https://ror.org/009x65438,https://ror.org/009x65438,JP,JP,Nishinomiya,Nishinomiya,Mukogawa Women's University,Mukogawa Women's University,education,education
1,https://ror.org/00aapa202 -> https://ror.org/0135d1r83,https://ror.org/00aapa202,https://ror.org/0135d1r83,JP,JP,Yokohama,Yokohama,Kanagawa Cancer Center,Yokohama City University,healthcare,education
3,https://ror.org/00aygzx54 -> https://ror.org/00aygzx54,https://ror.org/00aygzx54,https://ror.org/00aygzx54,JP,JP,Niigata,Niigata,Niigata University of Health and Welfare,Niigata University of Health and Welfare,education,education
1,https://ror.org/00aygzx54 -> https://ror.org/00e5yzw53,https://ror.org/00aygzx54,https://ror.org/00e5yzw53,JP,JP,Niigata,Tokyo,Niigata University of Health and Welfare,St. Luke's International University,education,education
2,https://ror.org/00b45dj41 -> https://ror.org/00b45dj41,https://ror.org/00b45dj41,https://ror.org/00b45dj41,JP,JP,Nonoichi,Nonoichi,Ishikawa Prefectural University,Ishikawa Prefectural University,education,education
1,https://ror.org/00b7yvh50 -> https://ror.org/017hkng22,https://ror.org/00b7yvh50,https://ror.org/017hkng22,JP,JP,Kumamoto,Matsuyama,Prefectural University of Kumamoto,Ehime University,education,education
1,https://ror.org/00bb55562 -> https://ror.org/04gr92547,https://ror.org/00bb55562,https://ror.org/04gr92547,JP,JP,Kobe,Atami,Kobe University Hospital,International University Of Health And Welfare Atami Hospital,healthcare,education
1,https://ror.org/00bmxak18 -> https://ror.org/00bmxak18,https://ror.org/00bmxak18,https://ror.org/00bmxak18,JP,JP,Fukuoka,Fukuoka,Fukuoka Institute of Technology,Fukuoka Institute of Technology,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/001et4e78,https://ror.org/00bx6dj65,https://ror.org/001et4e78,JP,JP,Tokyo,Hiroshima,Hosei University,Hiroshima City University,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/002rw7y37,https://ror.org/00bx6dj65,https://ror.org/002rw7y37,JP,JP,Tokyo,Tokyo,Hosei University,Aoyama Gakuin University,education,education
15,https://ror.org/00bx6dj65 -> https://ror.org/00bx6dj65,https://ror.org/00bx6dj65,https://ror.org/00bx6dj65,JP,JP,Tokyo,Tokyo,Hosei University,Hosei University,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/00p4k0j84,https://ror.org/00bx6dj65,https://ror.org/00p4k0j84,JP,JP,Tokyo,Fukuoka,Hosei University,Kyushu University,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/0136tgd19,https://ror.org/00bx6dj65,https://ror.org/0136tgd19,JP,JP,Tokyo,Tokyo,Hosei University,Tokyo College of Welfare,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/01cg0k189,https://ror.org/00bx6dj65,https://ror.org/01cg0k189,JP,JP,Tokyo,Tokyo,Hosei University,International Christian University,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/01nckkm68,https://ror.org/00bx6dj65,https://ror.org/01nckkm68,JP,JP,Tokyo,Tokyo,Hosei University,Sophia University,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/027tyzk91,https://ror.org/00bx6dj65,https://ror.org/027tyzk91,JP,JP,Tokyo,Tokyo,Hosei University,Tokyo University of Foreign Studies,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/02x73b849,https://ror.org/00bx6dj65,https://ror.org/02x73b849,JP,JP,Tokyo,Tokyo,Hosei University,University of Electro-Communications,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/041bf1s37,https://ror.org/00bx6dj65,https://ror.org/041bf1s37,JP,JP,Tokyo,Yokohama,Hosei University,Kanto Gakuin University,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/047wxqn68,https://ror.org/00bx6dj65,https://ror.org/047wxqn68,JP,JP,Tokyo,Tokyo,Hosei University,Mejiro University,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/0496p0503,https://ror.org/00bx6dj65,https://ror.org/0496p0503,JP,JP,Tokyo,Tokyo,Hosei University,Rissho University,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/04dt6bw53,https://ror.org/00bx6dj65,https://ror.org/04dt6bw53,JP,JP,Tokyo,Tokyo,Hosei University,Tokyo City University,education,education
2,https://ror.org/00bx6dj65 -> https://ror.org/04f9apy08,https://ror.org/00bx6dj65,https://ror.org/04f9apy08,JP,JP,Tokyo,Tokyo,Hosei University,Advanced Institute of Industrial Technology,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/04h42fc75,https://ror.org/00bx6dj65,https://ror.org/04h42fc75,JP,JP,Tokyo,Nagoya,Hosei University,Meijo University,education,education
9,https://ror.org/00bx6dj65 -> https://ror.org/05h68bp56,https://ror.org/00bx6dj65,https://ror.org/05h68bp56,JP,JP,Tokyo,Shiraoka,Hosei University,Nippon Institute of Technology,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/05jk51a88,https://ror.org/00bx6dj65,https://ror.org/05jk51a88,JP,JP,Tokyo,Tokyo,Hosei University,Nihon University,education,education
1,https://ror.org/00bx6dj65 -> https://ror.org/05sj3n476,https://ror.org/00bx6dj65,https://ror.org/05sj3n476,JP,JP,Tokyo,Tokyo,Hosei University,Tokyo University of Science,education,education
31,https://ror.org/00d8gp927 -> https://ror.org/00d8gp927,https://ror.org/00d8gp927,https://ror.org/00d8gp927,JP,JP,Ōtsu,Ōtsu,Shiga University of Medical Science,Shiga University of Medical Science,education,education
1,https://ror.org/00d8gp927 -> https://ror.org/00ktqrd38,https://ror.org/00d8gp927,https://ror.org/00ktqrd38,JP,JP,Ōtsu,Kyoto,Shiga University of Medical Science,Kyoto Prefectural University,education,education
1,https://ror.org/00d8gp927 -> https://ror.org/00xwg5y60,https://ror.org/00d8gp927,https://ror.org/00xwg5y60,JP,JP,Ōtsu,Ōtsu,Shiga University of Medical Science,Shiga University of Medical Science Hospital,education,healthcare
1,https://ror.org/00d8gp927 -> https://ror.org/01ngjj893,https://ror.org/00d8gp927,https://ror.org/01ngjj893,JP,JP,Ōtsu,Iwatsuki,Shiga University of Medical Science,University of Human Arts and Sciences,education,education
1,https://ror.org/00d8gp927 -> https://ror.org/01v55qb38,https://ror.org/00d8gp927,https://ror.org/01v55qb38,JP,JP,Ōtsu,Osaka,Shiga University of Medical Science,National Cerebral and Cardiovascular Center,education,healthcare
1,https://ror.org/00d8gp927 -> https://ror.org/03tgsfw79,https://ror.org/00d8gp927,https://ror.org/03tgsfw79,JP,JP,Ōtsu,Kobe,Shiga University of Medical Science,Kobe University,education,education
1,https://ror.org/00d8gp927 -> https://ror.org/04629sk87,https://ror.org/00d8gp927,https://ror.org/04629sk87,JP,JP,Ōtsu,Kyoto,Shiga University of Medical Science,Bukkyo University,education,education
2,https://ror.org/00d8gp927 -> https://ror.org/05k27ay38,https://ror.org/00d8gp927,https://ror.org/05k27ay38,JP,JP,Ōtsu,Mibu,Shiga University of Medical Science,Dokkyo Medical University,education,education
2,https://ror.org/00d8gp927 -> https://ror.org/05n5d3f06,https://ror.org/00d8gp927,https://ror.org/05n5d3f06,JP,JP,Ōtsu,Nagahama,Shiga University of Medical Science,Nagahama City Hospital,education,healthcare
2,https://ror.org/00dnbtf70 -> https://ror.org/00dnbtf70,https://ror.org/00dnbtf70,https://ror.org/00dnbtf70,JP,JP,Niigata,Niigata,Niigata University of Pharmacy and Applied Life Sciences,Niigata University of Pharmacy and Applied Life Sciences,education,education
1,https://ror.org/00dnbtf70 -> https://ror.org/035t8zc32,https://ror.org/00dnbtf70,https://ror.org/035t8zc32,JP,JP,Niigata,Osaka,Niigata University of Pharmacy and Applied Life Sciences,Osaka University,education,education
1,https://ror.org/00e5yzw53 -> https://ror.org/0025ww868,https://ror.org/00e5yzw53,https://ror.org/0025ww868,JP,JP,Tokyo,Tokyo,St. Luke's International University,National Cancer Centre Japan,education,healthcare
5,https://ror.org/00e5yzw53 -> https://ror.org/00e5yzw53,https://ror.org/00e5yzw53,https://ror.org/00e5yzw53,JP,JP,Tokyo,Tokyo,St. Luke's International University,St. Luke's International University,education,education
2,https://ror.org/00e5yzw53 -> https://ror.org/00g0t4m04,https://ror.org/00e5yzw53,https://ror.org/00g0t4m04,JP,JP,Tokyo,Tokyo,St. Luke's International University,Japanese Red Cross College of Nursing,education,education
1,https://ror.org/00e5yzw53 -> https://ror.org/00r9w3j27,https://ror.org/00e5yzw53,https://ror.org/00r9w3j27,JP,JP,Tokyo,Tokyo,St. Luke's International University,National Center for Global Health and Medicine,education,healthcare
2,https://ror.org/00e5yzw53 -> https://ror.org/01gaw2478,https://ror.org/00e5yzw53,https://ror.org/01gaw2478,JP,JP,Tokyo,Tokyo,St. Luke's International University,Teikyo University,education,education
1,https://ror.org/00e5yzw53 -> https://ror.org/01hjzeq58,https://ror.org/00e5yzw53,https://ror.org/01hjzeq58,JP,JP,Tokyo,Chiba,St. Luke's International University,Chiba University,education,education
1,https://ror.org/00e5yzw53 -> https://ror.org/01nckkm68,https://ror.org/00e5yzw53,https://ror.org/01nckkm68,JP,JP,Tokyo,Tokyo,St. Luke's International University,Sophia University,education,education
1,https://ror.org/00e5yzw53 -> https://ror.org/025p4jf48,https://ror.org/00e5yzw53,https://ror.org/025p4jf48,JP,JP,Tokyo,Hachiōji,St. Luke's International University,Tokyo Junshin University,education,education
1,https://ror.org/00e5yzw53 -> https://ror.org/02cgss904,https://ror.org/00e5yzw53,https://ror.org/02cgss904,JP,JP,Tokyo,Kumamoto,St. Luke's International University,Kumamoto University,education,education
1,https://ror.org/00e5yzw53 -> https://ror.org/03fvwxc59,https://ror.org/00e5yzw53,https://ror.org/03fvwxc59,JP,JP,Tokyo,Tokyo,St. Luke's International University,National Center For Child Health and Development,education,government
1,https://ror.org/00e5yzw53 -> https://ror.org/03mwa7s65,https://ror.org/00e5yzw53,https://ror.org/03mwa7s65,JP,JP,Tokyo,Tokyo,St. Luke's International University,Ministry of Health Labour and Welfare,education,government
1,https://ror.org/00e5yzw53 -> https://ror.org/04d139241,https://ror.org/00e5yzw53,https://ror.org/04d139241,JP,JP,Tokyo,Nagoya,St. Luke's International University,Tokai National Higher Education and Research System,education,education
1,https://ror.org/00e5yzw53 -> https://ror.org/04qcq6322,https://ror.org/00e5yzw53,https://ror.org/04qcq6322,JP,JP,Tokyo,Yamagata,St. Luke's International University,Yamagata Prefectural University of Health Sciences,education,education
1,https://ror.org/00e5yzw53 -> https://ror.org/057zh3y96,https://ror.org/00e5yzw53,https://ror.org/057zh3y96,JP,JP,Tokyo,Tokyo,St. Luke's International University,The University of Tokyo,education,education
1,https://ror.org/00f2txz25 -> https://ror.org/003qdfg20,https://ror.org/00f2txz25,https://ror.org/003qdfg20,JP,JP,Tokyo,Tokyo,Kitasato University,Soka University,education,education
1,https://ror.org/00f2txz25 -> https://ror.org/00bv64a69,https://ror.org/00f2txz25,https://ror.org/00bv64a69,JP,JP,Tokyo,Tokyo,Kitasato University,Japanese Foundation For Cancer Research,education,nonprofit
15,https://ror.org/00f2txz25 -> https://ror.org/00f2txz25,https://ror.org/00f2txz25,https://ror.org/00f2txz25,JP,JP,Tokyo,Tokyo,Kitasato University,Kitasato University,education,education
1,https://ror.org/00f2txz25 -> https://ror.org/00krab219,https://ror.org/00f2txz25,https://ror.org/00krab219,JP,JP,Tokyo,Tokyo,Kitasato University,Nippon Medical School,education,education
1,https://ror.org/00f2txz25 -> https://ror.org/00tze5d69,https://ror.org/00f2txz25,https://ror.org/00tze5d69,JP,JP,Tokyo,Tokyo,Kitasato University,Teikyo University Hospital,education,healthcare
1,https://ror.org/00f2txz25 -> https://ror.org/0126xah18,https://ror.org/00f2txz25,https://ror.org/0126xah18,JP,JP,Tokyo,Chiba,Kitasato University,Chiba University Hospital,education,healthcare
1,https://ror.org/00f2txz25 -> https://ror.org/014fz7968,https://ror.org/00f2txz25,https://ror.org/014fz7968,JP,JP,Tokyo,Kumamoto,Kitasato University,Sojo University,education,education
1,https://ror.org/00f2txz25 -> https://ror.org/01692sz90,https://ror.org/00f2txz25,https://ror.org/01692sz90,JP,JP,Tokyo,Tokyo,Kitasato University,Juntendo University,education,education
1,https://ror.org/00f2txz25 -> https://ror.org/01jaaym28,https://ror.org/00f2txz25,https://ror.org/01jaaym28,JP,JP,Tokyo,Matsue,Kitasato University,Shimane University,education,education
