Count,OrgFlow,OriDisOrgID,DesDisOrgID,OriOrgLocationCountry,DesOrgLocationCountry,OriOrgLocationDetails,DesOrgLocationDetails,OriOrgName,DesOrgName,OriOrgType,DesOrgType
2,https://ror.org/00ntfnx83 -> https://ror.org/00x194q47,https://ror.org/00ntfnx83,https://ror.org/00x194q47,JP,JP,Tokyo,Tokyo,Waseda University,Rikkyo University,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/01vj3cz23,https://ror.org/00ntfnx83,https://ror.org/01vj3cz23,JP,JP,Tokyo,Saitama,Waseda University,Dokkyo University,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/01zwcys39,https://ror.org/00ntfnx83,https://ror.org/01zwcys39,JP,JP,Tokyo,Tokyo,Waseda University,Meiji Gakuin University,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/020peey21,https://ror.org/00ntfnx83,https://ror.org/020peey21,JP,JP,Tokyo,Kobe,Waseda University,Kobe City University of Foreign Studies,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/02956yf07,https://ror.org/00ntfnx83,https://ror.org/02956yf07,JP,JP,Tokyo,Tsukuba,Waseda University,University of Tsukuba,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/02s5jck73,https://ror.org/00ntfnx83,https://ror.org/02s5jck73,JP,JP,Tokyo,Machida,Waseda University,J. F. Oberlin University,education,education
3,https://ror.org/00ntfnx83 -> https://ror.org/03599d813,https://ror.org/00ntfnx83,https://ror.org/03599d813,JP,JP,Tokyo,Tokyo,Waseda University,Ochanomizu University,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/035t8zc32,https://ror.org/00ntfnx83,https://ror.org/035t8zc32,JP,JP,Tokyo,Osaka,Waseda University,Osaka University,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/03qvqb743,https://ror.org/00ntfnx83,https://ror.org/03qvqb743,JP,JP,Tokyo,Hachiōji,Waseda University,Chuo University,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/03x874836,https://ror.org/00ntfnx83,https://ror.org/03x874836,JP,JP,Tokyo,Tahara,Waseda University,Tsuru University,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/03xg1f311,https://ror.org/00ntfnx83,https://ror.org/03xg1f311,JP,JP,Tokyo,Suita,Waseda University,Kansai University,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/03zyp6p76,https://ror.org/00ntfnx83,https://ror.org/03zyp6p76,JP,JP,Tokyo,Yokohama,Waseda University,Yokohama National University,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/0445phv87,https://ror.org/00ntfnx83,https://ror.org/0445phv87,JP,JP,Tokyo,Toyama,Waseda University,University of Toyama,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/048nxq511,https://ror.org/00ntfnx83,https://ror.org/048nxq511,JP,JP,Tokyo,Tokyo,Waseda University,Tokyo University of Marine Science and Technology,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/04bcbax71,https://ror.org/00ntfnx83,https://ror.org/04bcbax71,JP,JP,Tokyo,Tokyo,Waseda University,Musashino University,education,education
1,https://ror.org/00ntfnx83 -> https://ror.org/05n7t1e46,https://ror.org/00ntfnx83,https://ror.org/05n7t1e46,JP,JP,Tokyo,Machida,Waseda University,Wako University,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/0037an472,https://ror.org/00p4k0j84,https://ror.org/0037an472,JP,JP,Fukuoka,Uji,Kyushu University,Kyoto Bunkyo University,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/00ntfnx83,https://ror.org/00p4k0j84,https://ror.org/00ntfnx83,JP,JP,Fukuoka,Tokyo,Kyushu University,Waseda University,education,education
22,https://ror.org/00p4k0j84 -> https://ror.org/00p4k0j84,https://ror.org/00p4k0j84,https://ror.org/00p4k0j84,JP,JP,Fukuoka,Fukuoka,Kyushu University,Kyushu University,education,education
2,https://ror.org/00p4k0j84 -> https://ror.org/00qg0kr10,https://ror.org/00p4k0j84,https://ror.org/00qg0kr10,JP,JP,Fukuoka,Tokyo,Kyushu University,Tokyo University of Agriculture and Technology,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/00skwgg83,https://ror.org/00p4k0j84,https://ror.org/00skwgg83,JP,JP,Fukuoka,Fukuoka,Kyushu University,Fukuoka Women's University,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/01jaaym28,https://ror.org/00p4k0j84,https://ror.org/01jaaym28,JP,JP,Fukuoka,Matsue,Kyushu University,Shimane University,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/023v4bd62,https://ror.org/00p4k0j84,https://ror.org/023v4bd62,JP,JP,Fukuoka,Tsukuba,Kyushu University,National Agriculture and Food Research Organization,education,government
2,https://ror.org/00p4k0j84 -> https://ror.org/024yc3q36,https://ror.org/00p4k0j84,https://ror.org/024yc3q36,JP,JP,Fukuoka,Tottori,Kyushu University,Tottori University,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/02mqbt594,https://ror.org/00p4k0j84,https://ror.org/02mqbt594,JP,JP,Fukuoka,Sapporo,Kyushu University,Hokusei Gakuen University,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/02sqfdy44,https://ror.org/00p4k0j84,https://ror.org/02sqfdy44,JP,JP,Fukuoka,Satsumasendai,Kyushu University,Kagoshima Immaculate Heart University,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/02z1n9q24,https://ror.org/00p4k0j84,https://ror.org/02z1n9q24,JP,JP,Fukuoka,Okinawa,Kyushu University,University of the Ryukyus,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/03mfefw72,https://ror.org/00p4k0j84,https://ror.org/03mfefw72,JP,JP,Fukuoka,Kitakyushu,Kyushu University,The University of Kitakyushu,education,education
8,https://ror.org/00p4k0j84 -> https://ror.org/03ss88z23,https://ror.org/00p4k0j84,https://ror.org/03ss88z23,JP,JP,Fukuoka,Kagoshima,Kyushu University,Kagoshima University,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/03t78wx29,https://ror.org/00p4k0j84,https://ror.org/03t78wx29,JP,JP,Fukuoka,Hiroshima,Kyushu University,Hiroshima University,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/03tgsfw79,https://ror.org/00p4k0j84,https://ror.org/03tgsfw79,JP,JP,Fukuoka,Kobe,Kyushu University,Kobe University,education,education
2,https://ror.org/00p4k0j84 -> https://ror.org/04f4wg107,https://ror.org/00p4k0j84,https://ror.org/04f4wg107,JP,JP,Fukuoka,Saga,Kyushu University,Saga University,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/04j7mzp05,https://ror.org/00p4k0j84,https://ror.org/04j7mzp05,JP,JP,Fukuoka,Takamatsu,Kyushu University,Kagawa University,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/04jhcmb20,https://ror.org/00p4k0j84,https://ror.org/04jhcmb20,JP,JP,Fukuoka,Kumamoto,Kyushu University,Kumamoto Gakuen University,education,education
1,https://ror.org/00p4k0j84 -> https://ror.org/05kt9ap64,https://ror.org/00p4k0j84,https://ror.org/05kt9ap64,JP,JP,Fukuoka,Osaka,Kyushu University,Kindai University,education,education
1,https://ror.org/00qg0kr10 -> https://ror.org/00ntfnx83,https://ror.org/00qg0kr10,https://ror.org/00ntfnx83,JP,JP,Tokyo,Tokyo,Tokyo University of Agriculture and Technology,Waseda University,education,education
16,https://ror.org/00qg0kr10 -> https://ror.org/00qg0kr10,https://ror.org/00qg0kr10,https://ror.org/00qg0kr10,JP,JP,Tokyo,Tokyo,Tokyo University of Agriculture and Technology,Tokyo University of Agriculture and Technology,education,education
2,https://ror.org/00qg0kr10 -> https://ror.org/00sjd5653,https://ror.org/00qg0kr10,https://ror.org/00sjd5653,JP,JP,Tokyo,Ibaraki,Tokyo University of Agriculture and Technology,Ibaraki University,education,education
2,https://ror.org/00qg0kr10 -> https://ror.org/02syg0q74,https://ror.org/00qg0kr10,https://ror.org/02syg0q74,JP,JP,Tokyo,Hirosaki,Tokyo University of Agriculture and Technology,Hirosaki University,education,education
1,https://ror.org/00qg0kr10 -> https://ror.org/03zyp6p76,https://ror.org/00qg0kr10,https://ror.org/03zyp6p76,JP,JP,Tokyo,Yokohama,Tokyo University of Agriculture and Technology,Yokohama National University,education,education
1,https://ror.org/00qg0kr10 -> https://ror.org/048rj2z13,https://ror.org/00qg0kr10,https://ror.org/048rj2z13,JP,JP,Tokyo,Tokyo,Tokyo University of Agriculture and Technology,"Ministry of Education, Culture, Sports, Science and Technology",education,government
4,https://ror.org/00sjd5653 -> https://ror.org/00sjd5653,https://ror.org/00sjd5653,https://ror.org/00sjd5653,JP,JP,Ibaraki,Ibaraki,Ibaraki University,Ibaraki University,education,education
2,https://ror.org/00ws30h19 -> https://ror.org/00ws30h19,https://ror.org/00ws30h19,https://ror.org/00ws30h19,JP,JP,Tokyo,Tokyo,Tokyo Metropolitan University,Tokyo Metropolitan University,education,education
1,https://ror.org/00ws30h19 -> https://ror.org/01nckkm68,https://ror.org/00ws30h19,https://ror.org/01nckkm68,JP,JP,Tokyo,Tokyo,Tokyo Metropolitan University,Sophia University,education,education
1,https://ror.org/00ws30h19 -> https://ror.org/01zwcys39,https://ror.org/00ws30h19,https://ror.org/01zwcys39,JP,JP,Tokyo,Tokyo,Tokyo Metropolitan University,Meiji Gakuin University,education,education
1,https://ror.org/00ws30h19 -> https://ror.org/02rqvrp93,https://ror.org/00ws30h19,https://ror.org/02rqvrp93,JP,JP,Tokyo,Tokyo,Tokyo Metropolitan University,Meiji University,education,education
1,https://ror.org/00ws30h19 -> https://ror.org/047wxqn68,https://ror.org/00ws30h19,https://ror.org/047wxqn68,JP,JP,Tokyo,Tokyo,Tokyo Metropolitan University,Mejiro University,education,education
5,https://ror.org/00x194q47 -> https://ror.org/00x194q47,https://ror.org/00x194q47,https://ror.org/00x194q47,JP,JP,Tokyo,Tokyo,Rikkyo University,Rikkyo University,education,education
1,https://ror.org/00x194q47 -> https://ror.org/01692sz90,https://ror.org/00x194q47,https://ror.org/01692sz90,JP,JP,Tokyo,Tokyo,Rikkyo University,Juntendo University,education,education
1,https://ror.org/00x194q47 -> https://ror.org/029smmd76,https://ror.org/00x194q47,https://ror.org/029smmd76,JP,JP,Tokyo,Okazaki,Rikkyo University,University of Human Environments,education,education
1,https://ror.org/00x194q47 -> https://ror.org/04qszbx34,https://ror.org/00x194q47,https://ror.org/04qszbx34,JP,JP,Tokyo,Tokyo,Rikkyo University,University of the Sacred Heart,education,education
1,https://ror.org/00xy44n04 -> https://ror.org/04cd75h10,https://ror.org/00xy44n04,https://ror.org/04cd75h10,JP,JP,Yamagata,Morioka,Yamagata University,Iwate University,education,education
3,https://ror.org/00y809n33 -> https://ror.org/00y809n33,https://ror.org/00y809n33,https://ror.org/00y809n33,JP,JP,Tokyo,Tokyo,Tokyo University of the Arts,Tokyo University of the Arts,education,education
1,https://ror.org/010996a78 -> https://ror.org/03qvqb743,https://ror.org/010996a78,https://ror.org/03qvqb743,JP,JP,Niigata,Hachiōji,International University of Japan,Chuo University,education,education
2,https://ror.org/010hz0g26 -> https://ror.org/010hz0g26,https://ror.org/010hz0g26,https://ror.org/010hz0g26,JP,JP,Shimotsuke,Shimotsuke,Jichi Medical University,Jichi Medical University,education,education
1,https://ror.org/0112mx960 -> https://ror.org/00ntfnx83,https://ror.org/0112mx960,https://ror.org/00ntfnx83,JP,JP,Tokyo,Tokyo,Tokyo Institute of Technology,Waseda University,education,education
4,https://ror.org/0112mx960 -> https://ror.org/0112mx960,https://ror.org/0112mx960,https://ror.org/0112mx960,JP,JP,Tokyo,Tokyo,Tokyo Institute of Technology,Tokyo Institute of Technology,education,education
1,https://ror.org/0112mx960 -> https://ror.org/02956yf07,https://ror.org/0112mx960,https://ror.org/02956yf07,JP,JP,Tokyo,Tsukuba,Tokyo Institute of Technology,University of Tsukuba,education,education
1,https://ror.org/0112mx960 -> https://ror.org/02gfhhc90,https://ror.org/0112mx960,https://ror.org/02gfhhc90,JP,JP,Tokyo,Tokyo,Tokyo Institute of Technology,Komazawa Women's University,education,education
1,https://ror.org/0112mx960 -> https://ror.org/039pch476,https://ror.org/0112mx960,https://ror.org/039pch476,JP,JP,Tokyo,Tōgane,Tokyo Institute of Technology,Josai International University,education,education
1,https://ror.org/0112mx960 -> https://ror.org/053h75930,https://ror.org/0112mx960,https://ror.org/053h75930,JP,JP,Tokyo,Tokyo,Tokyo Institute of Technology,Bunkyo University,education,education
1,https://ror.org/012tqgb57 -> https://ror.org/012tqgb57,https://ror.org/012tqgb57,https://ror.org/012tqgb57,JP,JP,Kyoto,Kyoto,Ryukoku University,Ryukoku University,education,education
1,https://ror.org/0135d1r83 -> https://ror.org/0135d1r83,https://ror.org/0135d1r83,https://ror.org/0135d1r83,JP,JP,Yokohama,Yokohama,Yokohama City University,Yokohama City University,education,education
1,https://ror.org/0151bmh98 -> https://ror.org/0151bmh98,https://ror.org/0151bmh98,https://ror.org/0151bmh98,JP,JP,Kobe,Kobe,University of Hyogo,University of Hyogo,education,education
1,https://ror.org/01529vy56 -> https://ror.org/02956yf07,https://ror.org/01529vy56,https://ror.org/02956yf07,JP,JP,Tsu,Tsukuba,Mie University,University of Tsukuba,education,education
1,https://ror.org/0155e5d19 -> https://ror.org/02956yf07,https://ror.org/0155e5d19,https://ror.org/02956yf07,JP,JP,Tokyo,Tsukuba,National Police Academy,University of Tsukuba,education,education
5,https://ror.org/017hkng22 -> https://ror.org/017hkng22,https://ror.org/017hkng22,https://ror.org/017hkng22,JP,JP,Matsuyama,Matsuyama,Ehime University,Ehime University,education,education
3,https://ror.org/017hkng22 -> https://ror.org/023v4bd62,https://ror.org/017hkng22,https://ror.org/023v4bd62,JP,JP,Matsuyama,Tsukuba,Ehime University,National Agriculture and Food Research Organization,education,government
1,https://ror.org/017hkng22 -> https://ror.org/05f8a4p63,https://ror.org/017hkng22,https://ror.org/05f8a4p63,JP,JP,Matsuyama,Tokyo,Ehime University,Tamagawa University,education,education
1,https://ror.org/01cg0k189 -> https://ror.org/03sf6p593,https://ror.org/01cg0k189,https://ror.org/03sf6p593,JP,JP,Tokyo,Tokyo,International Christian University,Showa Women's University,education,education
1,https://ror.org/01dq60k83 -> https://ror.org/00ntfnx83,https://ror.org/01dq60k83,https://ror.org/00ntfnx83,JP,JP,Sendai,Tokyo,Tohoku University,Waseda University,education,education
3,https://ror.org/01dq60k83 -> https://ror.org/00qg0kr10,https://ror.org/01dq60k83,https://ror.org/00qg0kr10,JP,JP,Sendai,Tokyo,Tohoku University,Tokyo University of Agriculture and Technology,education,education
1,https://ror.org/01dq60k83 -> https://ror.org/00sjd5653,https://ror.org/01dq60k83,https://ror.org/00sjd5653,JP,JP,Sendai,Ibaraki,Tohoku University,Ibaraki University,education,education
1,https://ror.org/01dq60k83 -> https://ror.org/012tqgb57,https://ror.org/01dq60k83,https://ror.org/012tqgb57,JP,JP,Sendai,Kyoto,Tohoku University,Ryukoku University,education,education
14,https://ror.org/01dq60k83 -> https://ror.org/01dq60k83,https://ror.org/01dq60k83,https://ror.org/01dq60k83,JP,JP,Sendai,Sendai,Tohoku University,Tohoku University,education,education
1,https://ror.org/01dq60k83 -> https://ror.org/01wmx5158,https://ror.org/01dq60k83,https://ror.org/01wmx5158,JP,JP,Sendai,Sendai,Tohoku University,Tohoku Bunka Gakuen University,education,education
1,https://ror.org/01dq60k83 -> https://ror.org/03aptyv62,https://ror.org/01dq60k83,https://ror.org/03aptyv62,JP,JP,Sendai,Ueda,Tohoku University,Nagano University,education,education
2,https://ror.org/01dq60k83 -> https://ror.org/0447kww10,https://ror.org/01dq60k83,https://ror.org/0447kww10,JP,JP,Sendai,Miyazaki,Tohoku University,University of Miyazaki,education,education
3,https://ror.org/01dq60k83 -> https://ror.org/04cd75h10,https://ror.org/01dq60k83,https://ror.org/04cd75h10,JP,JP,Sendai,Morioka,Tohoku University,Iwate University,education,education
1,https://ror.org/01dq60k83 -> https://ror.org/057zh3y96,https://ror.org/01dq60k83,https://ror.org/057zh3y96,JP,JP,Sendai,Tokyo,Tohoku University,The University of Tokyo,education,education
1,https://ror.org/01fxdkm29 -> https://ror.org/00smwky98,https://ror.org/01fxdkm29,https://ror.org/00smwky98,JP,JP,Kyoto,Tokushima,Doshisha University,Tokushima Bunri University,education,education
2,https://ror.org/01fxdkm29 -> https://ror.org/0172hvg27,https://ror.org/01fxdkm29,https://ror.org/0172hvg27,JP,JP,Kyoto,Toyohashi,Doshisha University,Aichi University,education,education
10,https://ror.org/01fxdkm29 -> https://ror.org/01fxdkm29,https://ror.org/01fxdkm29,https://ror.org/01fxdkm29,JP,JP,Kyoto,Kyoto,Doshisha University,Doshisha University,education,education
1,https://ror.org/01fxdkm29 -> https://ror.org/0210pwe06,https://ror.org/01fxdkm29,https://ror.org/0210pwe06,JP,JP,Kyoto,Nara-shi,Doshisha University,Tezukayama University,education,education
3,https://ror.org/01fxdkm29 -> https://ror.org/0264cyj93,https://ror.org/01fxdkm29,https://ror.org/0264cyj93,JP,JP,Kyoto,Sagamihara,Doshisha University,Sagami Women's University,education,education
1,https://ror.org/01fxdkm29 -> https://ror.org/02e2wvy23,https://ror.org/01fxdkm29,https://ror.org/02e2wvy23,JP,JP,Kyoto,Kyoto,Doshisha University,Kyoto Tachibana University,education,education
1,https://ror.org/01h7cca57 -> https://ror.org/025h9kw94,https://ror.org/01h7cca57,https://ror.org/025h9kw94,JP,JP,Sapporo,Asahikawa,Sapporo Medical University,Asahikawa Medical University,education,education
2,https://ror.org/01hjzeq58 -> https://ror.org/00sjd5653,https://ror.org/01hjzeq58,https://ror.org/00sjd5653,JP,JP,Chiba,Ibaraki,Chiba University,Ibaraki University,education,education
1,https://ror.org/01hjzeq58 -> https://ror.org/012322w18,https://ror.org/01hjzeq58,https://ror.org/012322w18,JP,JP,Chiba,Tokyo,Chiba University,Otsuma Women's University,education,education
2,https://ror.org/01hjzeq58 -> https://ror.org/01hjzeq58,https://ror.org/01hjzeq58,https://ror.org/01hjzeq58,JP,JP,Chiba,Chiba,Chiba University,Chiba University,education,education
3,https://ror.org/01jhgy173 -> https://ror.org/05kt9ap64,https://ror.org/01jhgy173,https://ror.org/05kt9ap64,JP,JP,Osaka,Osaka,Kishiwada City Hospital,Kindai University,healthcare,education
1,https://ror.org/01nckkm68 -> https://ror.org/00ntfnx83,https://ror.org/01nckkm68,https://ror.org/00ntfnx83,JP,JP,Tokyo,Tokyo,Sophia University,Waseda University,education,education
1,https://ror.org/01nckkm68 -> https://ror.org/0172hvg27,https://ror.org/01nckkm68,https://ror.org/0172hvg27,JP,JP,Tokyo,Toyohashi,Sophia University,Aichi University,education,education
1,https://ror.org/01nckkm68 -> https://ror.org/01gaw2478,https://ror.org/01nckkm68,https://ror.org/01gaw2478,JP,JP,Tokyo,Tokyo,Sophia University,Teikyo University,education,education
3,https://ror.org/01nckkm68 -> https://ror.org/01nckkm68,https://ror.org/01nckkm68,https://ror.org/01nckkm68,JP,JP,Tokyo,Tokyo,Sophia University,Sophia University,education,education
1,https://ror.org/01nckkm68 -> https://ror.org/01qw7a563,https://ror.org/01nckkm68,https://ror.org/01qw7a563,JP,JP,Tokyo,Tokyo,Sophia University,Tokyo Seitoku University,education,education
1,https://ror.org/01nckkm68 -> https://ror.org/03gsvvm69,https://ror.org/01nckkm68,https://ror.org/03gsvvm69,JP,JP,Tokyo,Nagoya,Sophia University,Nagoya Gakuin University,education,education
1,https://ror.org/01nckkm68 -> https://ror.org/04gpcyk21,https://ror.org/01nckkm68,https://ror.org/04gpcyk21,JP,JP,Tokyo,Tokyo,Sophia University,Japan Women's University,education,education
1,https://ror.org/01p7qe739 -> https://ror.org/01p7qe739,https://ror.org/01p7qe739,https://ror.org/01p7qe739,JP,JP,Tokyo,Tokyo,Tokai University,Tokai University,education,education
7,https://ror.org/01v1m2411 -> https://ror.org/01v1m2411,https://ror.org/01v1m2411,https://ror.org/01v1m2411,JP,JP,Kyoto,Kyoto,The Ritsumeikan Trust,The Ritsumeikan Trust,education,education
1,https://ror.org/01v1m2411 -> https://ror.org/02gn38d51,https://ror.org/01v1m2411,https://ror.org/02gn38d51,JP,JP,Kyoto,Sapporo,The Ritsumeikan Trust,Hokkaido University of Education,education,education
1,https://ror.org/01v1m2411 -> https://ror.org/05bx1gz93,https://ror.org/01v1m2411,https://ror.org/05bx1gz93,JP,JP,Kyoto,Utsunomiya,The Ritsumeikan Trust,Utsunomiya University,education,education
1,https://ror.org/01w6wtk13 -> https://ror.org/01w6wtk13,https://ror.org/01w6wtk13,https://ror.org/01w6wtk13,JP,JP,Shizuoka,Shizuoka,Shizuoka University,Shizuoka University,education,education
1,https://ror.org/01zwcys39 -> https://ror.org/01zwcys39,https://ror.org/01zwcys39,https://ror.org/01zwcys39,JP,JP,Tokyo,Tokyo,Meiji Gakuin University,Meiji Gakuin University,education,education
1,https://ror.org/01zwcys39 -> https://ror.org/058h74p94,https://ror.org/01zwcys39,https://ror.org/058h74p94,JP,JP,Tokyo,Nagasaki,Meiji Gakuin University,Nagasaki University,education,education
2,https://ror.org/021anqv82 -> https://ror.org/03fyvh407,https://ror.org/021anqv82,https://ror.org/03fyvh407,JP,JP,Tokyo,Koshigaya,Shirayuri University,Dokkyo Medical University Saitama Medical Center,education,healthcare
1,https://ror.org/02278tr80 -> https://ror.org/02278tr80,https://ror.org/02278tr80,https://ror.org/02278tr80,JP,JP,Kitakyushu,Kitakyushu,Kyushu Institute of Technology,Kyushu Institute of Technology,education,education
1,https://ror.org/0244rem06 -> https://ror.org/01692sz90,https://ror.org/0244rem06,https://ror.org/01692sz90,JP,JP,Matsumoto,Tokyo,Shinshu University,Juntendo University,education,education
1,https://ror.org/0244rem06 -> https://ror.org/0244rem06,https://ror.org/0244rem06,https://ror.org/0244rem06,JP,JP,Matsumoto,Matsumoto,Shinshu University,Shinshu University,education,education
1,https://ror.org/024yc3q36 -> https://ror.org/00sjd5653,https://ror.org/024yc3q36,https://ror.org/00sjd5653,JP,JP,Tottori,Ibaraki,Tottori University,Ibaraki University,education,education
1,https://ror.org/024yc3q36 -> https://ror.org/0112mx960,https://ror.org/024yc3q36,https://ror.org/0112mx960,JP,JP,Tottori,Tokyo,Tottori University,Tokyo Institute of Technology,education,education
2,https://ror.org/024yc3q36 -> https://ror.org/024yc3q36,https://ror.org/024yc3q36,https://ror.org/024yc3q36,JP,JP,Tottori,Tottori,Tottori University,Tottori University,education,education
2,https://ror.org/024yc3q36 -> https://ror.org/02956yf07,https://ror.org/024yc3q36,https://ror.org/02956yf07,JP,JP,Tottori,Tsukuba,Tottori University,University of Tsukuba,education,education
1,https://ror.org/024yc3q36 -> https://ror.org/02kpeqv85,https://ror.org/024yc3q36,https://ror.org/02kpeqv85,JP,JP,Tottori,Kyoto,Tottori University,Kyoto University,education,education
1,https://ror.org/024yc3q36 -> https://ror.org/0441s6w50,https://ror.org/024yc3q36,https://ror.org/0441s6w50,JP,JP,Tottori,Matsudo,Tottori University,Seitoku University,education,education
1,https://ror.org/024yc3q36 -> https://ror.org/04gpcyk21,https://ror.org/024yc3q36,https://ror.org/04gpcyk21,JP,JP,Tottori,Tokyo,Tottori University,Japan Women's University,education,education
1,https://ror.org/024yc3q36 -> https://ror.org/057zh3y96,https://ror.org/024yc3q36,https://ror.org/057zh3y96,JP,JP,Tottori,Tokyo,Tottori University,The University of Tokyo,education,education
1,https://ror.org/027mg2511 -> https://ror.org/01gfny940,https://ror.org/027mg2511,https://ror.org/01gfny940,JP,JP,Tokyo,Miyazaki,Tsuda University,Miyazaki Municipal University,education,education
